"DHIScode","MFL Code","name","is_surge","WardDHISCode","wardname","SubCountyDHISCode","subcounty","CountyDHISCode","County","Partner"
"AZeKGNUGiED","22605","Enkariak-Ronkena Dispensary","","REkEoX4PR5g","Kimana Ward","eyADpAXM834","Loitokitok","Hsk1YV8kHkT","Kajiado","No Partner"
"DklJd2VvNDB","21173","Enkipai Dispensary","","BCIB2lbwUN4","Kimintet Ward","Nb6e34jNGAq","Transmara West","kqJ83J2D72s","Narok","No Partner"
"pL7rjEsn8Ep","22485","Enkisukudo Dispensary","","MMPnyemUFot","Iloodokilani Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"iSy25qMJVuC","21130","Enooseyia Dispensary","","N27Hb5r1QR5","Ildamat Ward","gZM3NbHaugk","Narok East","kqJ83J2D72s","Narok","No Partner"
"n7CWDyCg200","17457","Entargeeti Dispensary","","L1Lr24F5gyc","Shankoe Ward","Nb6e34jNGAq","Transmara West","kqJ83J2D72s","Narok","No Partner"
"qgDSFEunPy4","","Enzai Afya Clinic","","bMFoCdyYs5e","Muvau/Kikumini Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","No Partner"
"noBsOCX5AOF","22914","Enzai Dispensary","","sZE7f9VLEbp","Mukaa Ward","pKJ4NZGPzTA","Kaiti","BoDytkJQ4Qi","Makueni","No Partner"
"Zjpn1AZHcgB","17281","Epkee Dispensary","","k3OQIur2Wia","Soy North Ward","SOEG546PqbA","Keiyo South","MqnLxQBigG0","Elgeyo Marakwet","AMPATH Plus"
"Hz6Xa6Rs1ZJ","21392","Epur Dispensary","","yVMtm0p4OeM","Lakezone Ward","mWpq607yRXh","Turkana North","kphDeKClFch","Turkana","No Partner"
"YXQtZZgf1Mb","20443","Equator Clinic","","Yk6G4ret1OC","Burumba Ward","tvkI2HSIRW9","Matayos","Tvf1zgVZ0K4","Busia","AMPATH Plus"
"U8YOUxpPI5D","","Equity Afia Kawangware","","arZgeTW65s5","Kawangware Ward","CcTr4bcVGAG","Dagoretti North","jkG3zaihdSs","Nairobi","No Partner"
"UdLjRu06EFZ","22784","Equity Afia Kayole","","UJlaR99kRxm","Kayole south Ward","XvpLXU47BKs","Embakasi Central","jkG3zaihdSs","Nairobi","No Partner"
"bSDuPlxYSJv","21738","Equity Afia Ongata Rongai","","RZsWJRZ4mIG","Ongata rongai Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"mNHB9oq3bpF","22434","Equity Afya Thika","","x1SnGzy9rZL","Township Ward","YZAZ1a9MIvX","Thika Town","qKzosKQPl6G","Kiambu","No Partner"
"WNW0jlPo8Ad","17916","Equity Medical Clinic","","QuGPZs62NHX","Kikumbulyu South Ward","toa2Hl7iVQI","Kibwezi West","BoDytkJQ4Qi","Makueni","No Partner"
"nFB9ebzwCnx","20351","Equity Medical Clinic Embulbul","","xvmwT1IuPuK","Oloolua Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"yM8RF07S8zw","22758","Eregi Teachers Training College Clinic","","gAnhNKgtbOq","Idakho South Ward","BE6HMtlHyl1","Ikolomani","BjC1xL40gHo","Kakamega","No Partner"
"cqlv5P8GMoU","18089","Eremit Dispensary","","KHFGFujHwZA","Ewuaso oonkidong'i Ward","wYsCfCAUWNB","Kajiado West","Hsk1YV8kHkT","Kajiado","No Partner"
"ue7QvwrDLLL","17925","Ereteti Dispensary (Narok South)","","aoZxerJJSBz","Ololulung'a Ward","bnYzgzYe2Z7","Narok South","kqJ83J2D72s","Narok","No Partner"
"VtFVcFGinER","17263","Escarpment Dispensary","","NfJb3vThwG5","Lari/kirenga Ward","nCziQtZ49jj","Lari","qKzosKQPl6G","Kiambu","No Partner"
"Ba8AMf3Y7OG","19725","Escutar Health Partners Medical Clinic","","aN66G7fGx3m","Masii Ward","fYYivceocJ2","Mwala","yhCUgGcCcOo","Machakos","No Partner"
"lIV10nPF4zz","","Eshe Katalel  Medical Clinic","","upVp36SDGsU","Kamariny Ward","rlWH0Ac9vjc","Keiyo North","MqnLxQBigG0","Elgeyo Marakwet","No Partner"
"e5jvA8P3nmJ","21788","Eshibinga Health Centre","","YROnQ32WW3W","Kisa East Ward","UhQS2Mv0PCK","Khwisero","BjC1xL40gHo","Kakamega","No Partner"
"Ywgx9igtB4q","20803","ESHISHIRU Medical COTTAGE","","yKF1kdNdLqM","Shirere Ward","Y3NjAhiBaZT","Lurambi","BjC1xL40gHo","Kakamega","No Partner"
"DMt2HmdLtim","20847","Eskot Dispensary","","PoEBay5v6Vh","Garba tulla Ward","ecl4YnDebUi","Garbatulla","bzOfj0iwfDH","Isiolo","No Partner"
"rFq2yUidPbp","22351","Euraka Medical Center","","OaqOHmb6jNs","Upper savannah Ward","gD4xxgDGJ4Y","Embakasi East","jkG3zaihdSs","Nairobi","No Partner"
"PxY8AYFL2w7","21849","Evans Clinic","","pPN9DI12g5m","West Kamagak Ward","NhsAMiaS0TD","Kasipul","nK0A12Q7MvS","Homa Bay","No Partner"
"RVjOUIJIQd3","20220","Everest Health Care","","vvsB9Kldjzy","Central Ward","uE7HKhqPOtf","Mwingi Central","j8o6iO4Njsi","Kitui","No Partner"
"pg62bbY0EaG","18719","Everest Medical Clinic","","EossaGDQulP","Municipality Ward","BDxUGx86itV","Imenti North","Y52XNJ50hYb","Meru","No Partner"
"YahRlRweLRv","20109","Ewangan E Suswa Dispensary","","YpEIAl1lcFe","Keekonyokie Ward","gZM3NbHaugk","Narok East","kqJ83J2D72s","Narok","No Partner"
"gjcsT4a6BOz","22020","Exodan Medical Clinic","","rdJwRuqqUHC","Karai Ward","jOVcLeZQSsS","Kikuyu","qKzosKQPl6G","Kiambu","No Partner"
"bdOHo18B3QE","","EXODUS MC","","DSk12NKnyRR","Mau narok Ward","gSJXzH1DM75","Njoro","ob6SxuRcqU4","Nakuru","No Partner"
"VU8wNMGHdyx","19632","Express Medical Clinic","","oCDeWaZZImt","Karatina town Ward","vznKK4IegIL","Mathira East","ptWVfaCIdVx","Nyeri","No Partner"
"lAKsyXZVFaD","21105","Express Medical Clinic (Kirinyaga)","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"vYkHxdTDaCF","","Fadhili Trust","","RZsWJRZ4mIG","Ongata rongai Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"WIaPAoNhUTW","23087","Fahelma Community CFW Clinic","","IUsXLSNYp1f","Nambale Ward","e1J7R103h8I","Nambale","Tvf1zgVZ0K4","Busia","No Partner"
"Dom2cnK42ML","22977","FairView Medical Centre","","UJlaR99kRxm","Kayole south Ward","XvpLXU47BKs","Embakasi Central","jkG3zaihdSs","Nairobi","No Partner"
"i6ekwgYjWyS","22763","Fairview Nursing Home","","okaRgHkp8W5","Amalo Ward","QwGkDS0DNls","Kuresoi South","ob6SxuRcqU4","Nakuru","No Partner"
"o2JlqKAhYjB","22684","Faith CFW","","wZh1OhsZAK2","Central ward","kMSLkN4nsRl","Runyenjes","PFu8alU2KWG","Embu","No Partner"
"znMK3EUgsZu","","Faith Christian Centre Medical services","","K8rhUYNmJhw","Gaturi Ward","VDlzh6w4LKv","Kiharu","ahwTMNAJvrL","Muranga","No Partner"
"VJZMAi77Kfr","17592","Faith Clinic","","t50eEX07TcG","Kapsuser Ward","YnIAWg1T4AY","Belgut","ihZsJ8alvtb","Kericho","No Partner"
"W6hqSBZe2jw","23915","Faith Medical Centre Banana","","eCWu3IedbJm","Karuri Ward","oMaQgNIs85x","Kiambaa","qKzosKQPl6G","Kiambu","No Partner"
"YfcJlr8yMJV","18840","Faith Medical Clinic","","QDeZMYaTxpd","Lugari Ward","ZOdhgR19Akq","Lugari","BjC1xL40gHo","Kakamega","No Partner"
"mnETS54pJ1P","22182","Faith medical Laboratory","","At5MPktCh4M","Rware Ward","GXnD5lHeanK","Nyeri Central","ptWVfaCIdVx","Nyeri","No Partner"
"Vx58q4Ykcoz","20631","Faith Medical Services","","vH5k45ZRgZG","Gathara Ward","RAnL5kBKMIt","Kinangop","mYZacFNIB3h","Nyandarua","No Partner"
"vHnuydSpeC8","","Falama Dispensary","","J9PHxsmBzgD","Kutulo Ward","iGFdm333PJ2","Kutulo","R6f9znhg37c","Mandera","No Partner"
"nC3ean58DVH","21269","Fame Outreach Rescue Clinic","","rPWcODiKrP8","Nguni Ward","uE7HKhqPOtf","Mwingi Central","j8o6iO4Njsi","Kitui","No Partner"
"Bx7VeeKW0EI","","Family Access Medical Clinic","","m3CPhYAMMRN","Zimmerman Ward","j7GpbairCOi","Roysambu","jkG3zaihdSs","Nairobi","No Partner"
"EbQDbybQMYk","23072","Family Bora medical center","","bKCcKfnNznJ","Visoi Ward","OK0hW8DFHq3","Rongai","ob6SxuRcqU4","Nakuru","No Partner"
"zpH0BHzk7YR","","Family Care Relief Organization Clinic","","aZGmpSZ2M0H","Njiru Ward","FoqzDgIByL6","Kasarani","jkG3zaihdSs","Nairobi","No Partner"
"Opmfu494Mgt","18755","Family Dental Care (Ayany)","","dYniZG1Q7Tk","Sarang'ombe Ward","LO5he3DtiFG","Kibra","jkG3zaihdSs","Nairobi","No Partner"
"Aqwl3O1qlqk","","Family Health Care Clinic","","i1bANekmIzQ","Majengo Ward","C1xuoa1NAMm","Mvita","wsBsC6gjHvn","Mombasa","No Partner"
"YRb6CGJR67E","","Family health care-Ekalakala","","Ado6AndJdpf","Ekalakala Ward","hpcb7MYi6nc","Masinga","yhCUgGcCcOo","Machakos","No Partner"
"PeLI1m4mJLD","18239","Family Health Centre (Embu)","","GjGpfHjSGbO","Kirimari Ward","IPOMRXiYjxr","Manyatta","PFu8alU2KWG","Embu","No Partner"
"hT9tEKjRaEz","21986","Family Health Options Kenya","","OOiImc9uz5A","Homa bay arujo Ward","Ur2xRBDtazT","Homa Bay Town","nK0A12Q7MvS","Homa Bay","No Partner"
"v82Bci8K2K5","","Family Health Options Malindi(Medical Care)","","u6oi5OySCnQ","Malindi Town Ward","lGg3wEy784X","Malindi","nrI2khZx3d0","Kilifi","No Partner"
"k6nmAIVM6q6","22913","Family Medical Clinic","","bSXsHJ4bnCw","Machakos Central Ward","KXc4ez8OAFz","Machakos","yhCUgGcCcOo","Machakos","No Partner"
"jCOZjYrDwQK","20115","Family Medical Clinic","","BA2zKL0pmeI","Biashara Ward","FBJ9Y11esHS","Nakuru East","ob6SxuRcqU4","Nakuru","No Partner"
"FUPHfBUrYVd","18568","Family Nursing home and Maternity ( Mwingi Central)","","vvsB9Kldjzy","Central Ward","uE7HKhqPOtf","Mwingi Central","j8o6iO4Njsi","Kitui","No Partner"
"hSwaofqzLvO","23142","Family Solutions Medical Centre","","EossaGDQulP","Municipality Ward","BDxUGx86itV","Imenti North","Y52XNJ50hYb","Meru","No Partner"
"NUjabhQBdG4","18155","Fanaka Medical Centre","","CYAMnUYLITU","Athi river Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"jaoqToxEl3d","20454","FAO Dispensary","","UpSuhJyWAIc","Malaba central Ward","GpEIlwz3FvT","Teso North","Tvf1zgVZ0K4","Busia","No Partner"
"PyJn0KUfndR","24083","Fassal Medical Centre","","bZcRxqnzRy0","Timbwani Ward","iy93Mmi73Or","Likoni","wsBsC6gjHvn","Mombasa","No Partner"
"myZFX5Mibao","18617","Fathers Maternity and Health Services","","w3MNsmpJJHX","Kahawa wendani Ward","TPRNJqSm4lK","Ruiru","qKzosKQPl6G","Kiambu","No Partner"
"RQrz2WM0iYB","20694","Fatuma Nur","","xvlSuZsdYVY","Arbajahan Ward","X98G0eIWdmP","Wajir West","CeLsrJOH0g9","Wajir","No Partner"
"AvvVb7CdBbu","20857","Favour Medical services","","BQ7G5kGe1Cv","Kaputiei North Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"FkgndhqbZuP","21742","Femicare Medical Centre","","fEYm1lDe2ES","Tala Ward","GnixPSqaV6D","Matungulu","yhCUgGcCcOo","Machakos","No Partner"
"NwhIVRw1Oz5","20519","Fenway Medical Clinic","","Nv8G0Ki2owJ","Leshau/pondo Ward","EESGLsSLTqH","Ndaragwa","mYZacFNIB3h","Nyandarua","No Partner"
"RGQ5vMkQWhH","21328","Fig Tree Health Options-Kericho LTD","","H7KO7IjHYfk","Kipchebor Ward","GshNTMZJ5r1","Ainamoi","ihZsJ8alvtb","Kericho","No Partner"
"rsoegRxvtRc","21370","Fina Medical Clinic","","w6anQIp7OrZ","Mumias Central Ward","uRl5fBkhpcE","Mumias West","BjC1xL40gHo","Kakamega","No Partner"
"HMReQ0i4UrP","23609","Fina Medical Nursing Home","","U7mZiE3Hvys","Kholera Ward","ssbO49f0iLN","Matungu","BjC1xL40gHo","Kakamega","No Partner"
"yPFIDVemJjX","20649","Finlays Lemotit Farm Dispensary","","hnO1LFuQFvR","Londiani Ward","gU0Cz7Qlfss","Kipkelion East","ihZsJ8alvtb","Kericho","No Partner"
"TSOBNmqRwHS","","Flame Tree Chemist","","Wrx3LFjULLl","Mountain view Ward","f1T0Ltob8VQ","Westlands","jkG3zaihdSs","Nairobi","No Partner"
"QB1sJCVMyBg","","Flavour Medical Clinic","","KhxCmDKgYMT","Dandora area ii Ward","SSz1iOv28Jk","Embakasi North","jkG3zaihdSs","Nairobi","No Partner"
"IB8U0J7QmWD","23430","Flomed Clinic","","PN1D8Nm8ufZ","Kiuu Ward","TPRNJqSm4lK","Ruiru","qKzosKQPl6G","Kiambu","No Partner"
"FGFohunR5BH","18472","Flomed Med Clinic","","FNDsOKdbWTO","Githurai Ward","j7GpbairCOi","Roysambu","jkG3zaihdSs","Nairobi","No Partner"
"sXarDdkL2eR","20399","Florensis (K) LTD Medical clinic","","CTX9LIAvrFK","Olkaria Ward","yZJJPoSGhY6","Naivasha","ob6SxuRcqU4","Nakuru","No Partner"
"kbWGzOVNDL5","18659","Florex Medical Linic","","W1Kv7kfFzub","Nakuru east Ward","FBJ9Y11esHS","Nakuru East","ob6SxuRcqU4","Nakuru","No Partner"
"nAhESVmNd29","20035","Fofcom VCT","","byxif4bfwvo","Township Ward","SBz4c48i24Y","Kiambu Town","qKzosKQPl6G","Kiambu","No Partner"
"KHzORc6DC6D","","Foundation For People With Epilepsy","","kKIgRAJckI3","Shella Ward","lGg3wEy784X","Malindi","nrI2khZx3d0","Kilifi","No Partner"
"oXplRuO5ZW9","19173","Fountain Healthcare","","H9e1tEercdW","Kapsoya Ward","mYlMs4xTj82","Ainabkoi","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"SHmS4JDGpA7","22652","Fountain Healthcare  Limited","","AqsJZWunWRF","Khalaba Ward","CUjthlounWV","Kanduyi","KGHhQ5GLd4k","Bungoma","No Partner"
"xC8ZUzKBz5c","18780","Fountain of Hope Medical Clinic","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"MOCT5kWpB1Y","22630","Freedom Medical Clinic 2","","bZcRxqnzRy0","Timbwani Ward","iy93Mmi73Or","Likoni","wsBsC6gjHvn","Mombasa","No Partner"
"a7ACqZdJ0Jm","23266","Friends medical Clinic Matunda","","bWhvWmGfQqn","Nzoia Ward","wMv0s3U2nnG","Likuyani","BjC1xL40gHo","Kakamega","No Partner"
"wNC6ODJUZti","23586","Frontal Medical Clinic","","nQxxjPy6J5A","Muhuru Ward","D2lsuEzZAJP","Nyatike","fVra3Pwta0Q","Migori","No Partner"
"t9Mp8iWXkN5","19058","Frontier Medicare","","HO38wbafDJg","Habasswein Ward","U7KFQn3Up3o","Wajir South","CeLsrJOH0g9","Wajir","No Partner"
"wwAMPFx5r2c","18630","Gababa Dispensary","","WRLhcN3G2DL","Masalani Ward","l5E6PiIUs1J","Ijara","uyOrcHZBpW0","Garissa","No Partner"
"gjfuS50CWn4","23520","Gabi Medical Clinic","","NYqz8G2gfEC","West yimbo Ward","JNvqpOnKfGR","Bondo","u4t9H8XyU9P","Siaya","No Partner"
"NnQA0WgstOL","23358","Gaceraka Dispensary","","rZ0Io1sU38M","Chiakagira Ward","Yz1V5Cx8CO2","Tharaka South","T4urHM47nlm","Tharaka Nithi","No Partner"
"iAYhIEyBbk0","21951","Gaceuni dispensary","","Z8xEFHWnQB4","Gatunga Ward","ZNXf7qiVh3t","Tharaka North","T4urHM47nlm","Tharaka Nithi","No Partner"
"n9wUBgKYzPo","21603","Gacharage Dispensary","","aGRpaeG5ziX","Sirikwa Ward","QBwORnYdu0e","Kuresoi North","ob6SxuRcqU4","Nakuru","No Partner"
"JKdghVb2cZi","18339","Gachua Catholic Dispensary","","hceoyGXIXhD","Nyaki east Ward","BDxUGx86itV","Imenti North","Y52XNJ50hYb","Meru","No Partner"
"bUrvl2BcNcx","21288","Gachui Medical Centre","","jaQjWqSJPAd","Uthiru/ruthimitu Ward","sqNWYDHZZ6W","Dagoretti South","jkG3zaihdSs","Nairobi","No Partner"
"BcpW3z9i4Ai","22492","Gaena Community Medical Centre","","ccNnEThhT6C","Kanyamwa kosewe Ward","i2Y2fyNoFyZ","Ndhiwa","nK0A12Q7MvS","Homa Bay","No Partner"
"P4UmxBMnEUj","23396","Gagaba Dispensary","","eaH1r5sQTr0","Gither Ward","H5RvDZkoDJL","Mandera West","R6f9znhg37c","Mandera","No Partner"
"n4AZVucUVv2","19918","Gaichanjiru Satellite Clinic","","H3V7py1sKHI","Gaichanjiru Ward","gwYTo0wITYX","Kandara","ahwTMNAJvrL","Muranga","No Partner"
"Eh8R1mqFRKL","21774","Gakanga Dispensary","","cWSGKfzRIhc","Gatarakwa Ward","odOtfcaMg4p","Kieni West","ptWVfaCIdVx","Nyeri","No Partner"
"OWzmQu4aMo8","20355","Gaketha  Dispensary","","iRQ3mxm14gi","Mitheru Ward","gLD3Q9fHpvy","Muthambi","T4urHM47nlm","Tharaka Nithi","No Partner"
"UalYYHsdiiR","23365","Gakira Family Healthcare","","PyVnQFcBqOT","Kangari Ward","tyfDsdZ1h3R","Kigumo","ahwTMNAJvrL","Muranga","No Partner"
"OE0zwO4fbe2","","Gakirwe Dispensary","","rZ0Io1sU38M","Chiakagira Ward","Yz1V5Cx8CO2","Tharaka South","T4urHM47nlm","Tharaka Nithi","No Partner"
"xQydxFOkeOq","22703","Gakurwe Health Services","","K8rhUYNmJhw","Gaturi Ward","VDlzh6w4LKv","Kiharu","ahwTMNAJvrL","Muranga","No Partner"
"RLRF0pqhxsE","22205","GALAXY MEDICAL CENTRE","","oqGH96tt2v4","Dalalekutuk Ward","SZapM1R0Kti","Kajiado Central","Hsk1YV8kHkT","Kajiado","No Partner"
"VHKcly0wwtZ","18332","Galmagalla Mobile Dispensary","","RXFwsNh7egy","Dekaharia Ward","RScEHA3V38d","Fafi","uyOrcHZBpW0","Garissa","No Partner"
"tfYY5Gk4vHH","19954","Gamba Medical Clinic","","y1cIpVUXwUj","Garsen central Ward","Lj0mu9j58Ss","Garsen","JsH2bnvNt2d","Tana River","No Partner"
"JvU4tcUsPOV","22666","Gambogi medical clinic","","pyG6e1Uq18m","Tambua Ward","BXaq5PxSfz2","Hamisi","sANMZ3lpqGs","Vihiga","No Partner"
"cYrHrtCUWDR","21256","Gandini","","PrGoCfZ06gm","Kinango Ward","LOgbecTRkbp","Kinango","N7YETT3A9r1","Kwale","No Partner"
"ueAWblfp1Km","18300","Gandini Dispensary","","nResMsI1yRw","Garashi Ward","KMWrMZrlO5u","Magarini","nrI2khZx3d0","Kilifi","No Partner"
"lr9UnR5a0rN","23322","Ganja La Simba Dispensary","","pOKIONEzUyF","Kinondo Ward","ADMywdLwoRX","Msambweni","N7YETT3A9r1","Kwale","No Partner"
"Fpmgi0w06pP","17224","Gankere Dispensary","","danQPcsYu5G","Nyaki west Ward","BDxUGx86itV","Imenti North","Y52XNJ50hYb","Meru","No Partner"
"UWAZqYxZnoI","20760","Garabey Dispensary","","RqPb2VP0OCA","Hulugho Ward","uyeif4CPqHt","Hulugho","uyOrcHZBpW0","Garissa","No Partner"
"GHwNJfuKAmm","19718","Garden Park Medical Centre","","NQ4XWNy3RM0","Ndenderu Ward","oMaQgNIs85x","Kiambaa","qKzosKQPl6G","Kiambu","No Partner"
"UeH6G4BMZrn","","Gari Despensary","","k3FtDRPwlPG","Waranqara Ward","nsfbHBS9tMT","Lafey","R6f9znhg37c","Mandera","No Partner"
"FG0txxsfiCw","18866","Gari Dispensary","","oTl0WEQrKtX","South west nyakach Ward","kBQIjtWUBqj","Nyakach","tAbBVBbueqD","Kisumu","No Partner"
"jQSE1sHVtRp","21667","Garissa Beyond Zero Mobile Clinic","","kqTPEb1RsMy","Bura Ward","RScEHA3V38d","Fafi","uyOrcHZBpW0","Garissa","No Partner"
"DZPdpHEkNMM","17670","Garissa Mother and Child Care Nursing Home","","OsuzTNGeh3u","Township Ward","lQkHbTC1iRg","Garissa","uyOrcHZBpW0","Garissa","No Partner"
"x6KARnRE0b3","22445","Gatamaiyu Benjamin Wellness Centre","","aR3qJ3GyWeP","Nyanduma Ward","nCziQtZ49jj","Lari","qKzosKQPl6G","Kiambu","No Partner"
"fdkiZWf9Moi","22912","Gates of Hope family healthcare","","A7a1GZJvTGD","Kamenu Ward","YZAZ1a9MIvX","Thika Town","qKzosKQPl6G","Kiambu","No Partner"
"xp3DafdIuCL","22329","Gateway Health Services","","WsPnZQHN2CZ","Juja Ward","aiqi2bz0IMI","Juja","qKzosKQPl6G","Kiambu","No Partner"
"etXhjqfVKce","20952","Gathaithi Tetu Dispensary","","JIQYJYd5CzO","Aguthi-gaaki Ward","YT3tecc4atw","Tetu","ptWVfaCIdVx","Nyeri","No Partner"
"PSEIjVWiDf1","19965","Gathangari Dispensary","","jALskID8BQS","Githiga Ward","E7tkGikenbD","Githunguri","qKzosKQPl6G","Kiambu","No Partner"
"d7LVe4aXZQQ","17058","Gathanji Dispensary","","yg2YesgFsrG","Gatanga Ward","Z7ALMtFNfeZ","Gatanga","ahwTMNAJvrL","Muranga","Afya Kamilisha"
"s6wdD06vjoW","","Gathanji Medical Clinic","","GpddBXmXl2i","Umande Ward","pF6qPMIlHte","Laikipia East","xuFdFy6t9AH","Laikipia","No Partner"
"p5wxfCVqD12","21927","Gathehu Dispensary","","AZOhKeOxHR7","Magutu Ward","vznKK4IegIL","Mathira East","ptWVfaCIdVx","Nyeri","No Partner"
"JzGMqgmSuFD","","GATHIMA-INI DISPENSARY","","X7arkK99dq7","Kahumbu Ward","tyfDsdZ1h3R","Kigumo","ahwTMNAJvrL","Muranga","No Partner"
"jv1ksxlUZNP","22689","Gathumbi Dispensary","","oCDeWaZZImt","Karatina town Ward","vznKK4IegIL","Mathira East","ptWVfaCIdVx","Nyeri","No Partner"
"WIIcLS6CmtM","21069","Gathuthuma Dispensary","","xFI9cbIii9H","Mutira Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"hQAGKjjq39S","17305","Gatiaini Dispensary","","PyVnQFcBqOT","Kangari Ward","tyfDsdZ1h3R","Kigumo","ahwTMNAJvrL","Muranga","No Partner"
"S9A8ILR4ER4","18453","Gatiruri Dispensary","","LlyKi6c8KbT","Evurore Ward","eYBXetGx8xF","Mbeere North","PFu8alU2KWG","Embu","No Partner"
"OL0ycry8fQt","","GATUMBI DISPENSARY","","bpbzvOdMDqN","Kinyona Ward","tyfDsdZ1h3R","Kigumo","ahwTMNAJvrL","Muranga","No Partner"
"gTC4YDSbhb6","18080","Gatunga Model H/C","","Z8xEFHWnQB4","Gatunga Ward","ZNXf7qiVh3t","Tharaka North","T4urHM47nlm","Tharaka Nithi","Afya Kamilisha"
"s24GG1kFkTQ","16976","Gaturi Catholic Parish Dispensary","","K8rhUYNmJhw","Gaturi Ward","VDlzh6w4LKv","Kiharu","ahwTMNAJvrL","Muranga","No Partner"
"hUPEznkDZAG","","Gatwekera B","","dYniZG1Q7Tk","Sarang'ombe Ward","LO5he3DtiFG","Kibra","jkG3zaihdSs","Nairobi","No Partner"
"qBB1w2J5PKa","23839","Gazi Bay Medical Centre Kombani","","XZNJ3zaiaZH","Waa Ward","wUNEDOnx9uB","Matuga","N7YETT3A9r1","Kwale","No Partner"
"L7IMaRobAY4","22060","Gazi Dispensary","","pOKIONEzUyF","Kinondo Ward","ADMywdLwoRX","Msambweni","N7YETT3A9r1","Kwale","No Partner"
"wwqFmV60qZg","21972","Gedmed Medical centre and Nursing home","","bcaDvBIDj6b","Siaya township Ward","Cu46otDi1RO","Alego Usonga","u4t9H8XyU9P","Siaya","No Partner"
"Z7Lf1n3Fcpi","22907","Gemifa Medical Clinic","","mEZBjj4fLBT","West Gem Ward","PKeFksHlJkB","Gem","u4t9H8XyU9P","Siaya","No Partner"
"H6cONvYDLYB","17236","Genesis Medical Clinic","","T9ZjyItHbW9","Kauwi Ward","cmWAJB5kCDW","Kitui West","j8o6iO4Njsi","Kitui","No Partner"
"Tkx50aupWkz","22949","George Mudenyo Kadima Nasio Trust","","KcXeBdcYXss","Etenje Ward","uRl5fBkhpcE","Mumias West","BjC1xL40gHo","Kakamega","No Partner"
"Nunss55wMe7","23483","Geothermal Development Company  mc","","oK2KwbL5Dzx","Bahati Ward","nwh9bXKykiS","Nakuru North","ob6SxuRcqU4","Nakuru","No Partner"
"W23gnjM12u0","17461","Gerille Health Centre","","jXyH8e9KzGe","Diif Ward","U7KFQn3Up3o","Wajir South","CeLsrJOH0g9","Wajir","No Partner"
"MzCL8JfJrqp","17725","Gertrude Komarock Clinic","","I6S3XcUsF34","Komarock Ward","XvpLXU47BKs","Embakasi Central","jkG3zaihdSs","Nairobi","No Partner"
"a6Xkm2Rpvnl","18585","Gertrudes Chidrens Clinic (Ongata Rongai)","","pp24Rb9gQ9W","Nkaimurunya Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"WIlGJWOtt5i","18191","Gertrudes Children Clinic (Kitengela)","","L6v0cndEtYB","Kitengela Ward","g6gTzQ5nfYq","Kajiado East","Hsk1YV8kHkT","Kajiado","No Partner"
"pbFn6eCTh2q","20820","Gertrudes Children Hospital","","XhBDUNeFqF6","Ziwa la ng'ombe Ward","sr8WEz03EnP","Nyali","wsBsC6gjHvn","Mombasa","No Partner"
"O2bZjwm1QBr","22785","Gertrudes Children's hosp Clinic TRM","","RRAEO9Ltfec","Roysambu Ward","j7GpbairCOi","Roysambu","jkG3zaihdSs","Nairobi","No Partner"
"yECESmiiFvE","","Gertrudes Childrens Hospital,Junction mall Clinic","","yXbOIljEz90","Kilimani Ward","CcTr4bcVGAG","Dagoretti North","jkG3zaihdSs","Nairobi","No Partner"
"SLAcbpzYjLr","","Gertudes Hosptal","","x1SnGzy9rZL","Township Ward","YZAZ1a9MIvX","Thika Town","qKzosKQPl6G","Kiambu","No Partner"
"BsJUBhN3LWY","23594","Getembe Hospital Kenyara Medical Centre","","SmXNTLIxvM0","Sensi Ward","cQkF9l9wePP","Kitutu Chache North","sPkRcDvhGWA","Kisii","No Partner"
"MintNslbKTX","20102","Gethsemane Garden Mission Hospital","","SyS2T2z6JDZ","Mfangano island Ward","mCGytMcMf6y","Mbita","nK0A12Q7MvS","Homa Bay","No Partner"
"BABpe2afOR5","20886","Getrude Children Hospital ","","Ao5e4mVaq7w","Maringo/hamza Ward","wwROy3Qkwin","Makadara","jkG3zaihdSs","Nairobi","No Partner"
"AT1TM0jgFh4","18395","Getrude Embakasi Clinic","","raV5YKTRCG2","Embakasi Ward","gD4xxgDGJ4Y","Embakasi East","jkG3zaihdSs","Nairobi","No Partner"
